"month","division","line","day_type","reporting_category","delays"
"2024-11-01","B DIVISION","D","2","Police & Medical","52"
"2024-11-01","B DIVISION","D","2","Operating Conditions","28"
"2024-11-01","B DIVISION","E","1","Police & Medical","266"
"2024-11-01","B DIVISION","E","1","External Factors","18"
"2024-11-01","B DIVISION","E","1","Infrastructure & Equipment","919"
"2024-11-01","B DIVISION","E","1","Crew Availability","34"
"2024-11-01","B DIVISION","E","1","Planned ROW Work","631"
"2024-11-01","B DIVISION","E","1","Operating Conditions","17"
"2024-11-01","B DIVISION","E","2","Planned ROW Work","180"
"2024-11-01","B DIVISION","E","2","Police & Medical","70"
"2024-11-01","B DIVISION","E","2","Infrastructure & Equipment","81"
"2024-11-01","B DIVISION","E","2","Operating Conditions","7"
"2024-11-01","B DIVISION","E","2","Crew Availability","31"
"2024-11-01","B DIVISION","F","1","Operating Conditions","92"
"2024-11-01","B DIVISION","F","1","Planned ROW Work","591"
"2024-11-01","B DIVISION","F","1","Infrastructure & Equipment","1,184"
"2024-11-01","B DIVISION","F","1","Crew Availability","156"
"2024-11-01","B DIVISION","F","1","Police & Medical","325"
"2024-11-01","B DIVISION","F","2","Crew Availability","29"
"2024-11-01","B DIVISION","F","2","Operating Conditions","14"
"2024-11-01","B DIVISION","F","2","Police & Medical","80"
"2024-11-01","B DIVISION","F","2","Planned ROW Work","300"
"2024-11-01","B DIVISION","F","2","External Factors","1"
"2024-11-01","B DIVISION","F","2","Infrastructure & Equipment","85"
"2024-11-01","B DIVISION","G","1","Police & Medical","176"
"2024-11-01","B DIVISION","G","1","Operating Conditions","49"
"2024-11-01","B DIVISION","G","1","Crew Availability","34"
"2024-11-01","B DIVISION","G","1","Infrastructure & Equipment","240"
"2024-11-01","B DIVISION","G","1","Planned ROW Work","457"
"2024-11-01","B DIVISION","G","2","Planned ROW Work","50"
"2024-11-01","B DIVISION","G","2","Infrastructure & Equipment","58"
"2024-11-01","B DIVISION","G","2","Crew Availability","17"
"2024-11-01","B DIVISION","G","2","Operating Conditions","8"
"2024-11-01","B DIVISION","G","2","Police & Medical","5"
"2024-11-01","B DIVISION","JZ","1","Infrastructure & Equipment","364"
"2024-11-01","B DIVISION","JZ","1","Operating Conditions","121"
"2024-11-01","B DIVISION","JZ","1","External Factors","9"
"2024-11-01","B DIVISION","JZ","1","Police & Medical","247"
"2024-11-01","B DIVISION","JZ","1","Crew Availability","37"
"2024-11-01","B DIVISION","JZ","1","Planned ROW Work","440"
"2024-11-01","B DIVISION","JZ","2","Crew Availability","33"
"2024-11-01","B DIVISION","JZ","2","External Factors","8"
"2024-11-01","B DIVISION","JZ","2","Planned ROW Work","56"
"2024-11-01","B DIVISION","JZ","2","Infrastructure & Equipment","54"
"2024-11-01","B DIVISION","JZ","2","Operating Conditions","19"
"2024-11-01","B DIVISION","JZ","2","Police & Medical","70"
"2024-11-01","B DIVISION","L","1","Police & Medical","148"
"2024-11-01","B DIVISION","L","1","Crew Availability","54"
"2024-11-01","B DIVISION","L","1","Operating Conditions","14"
"2024-11-01","B DIVISION","L","1","Infrastructure & Equipment","321"
"2024-11-01","B DIVISION","L","1","Planned ROW Work","182"
"2024-11-01","B DIVISION","L","2","Planned ROW Work","58"
"2024-11-01","B DIVISION","L","2","Infrastructure & Equipment","135"
"2024-11-01","B DIVISION","L","2","External Factors","3"
"2024-11-01","B DIVISION","L","2","Crew Availability","16"
"2024-11-01","B DIVISION","L","2","Police & Medical","90"
"2024-11-01","B DIVISION","M","1","External Factors","5"
"2024-11-01","B DIVISION","M","1","Crew Availability","50"
"2024-11-01","B DIVISION","M","1","Police & Medical","187"
"2024-11-01","B DIVISION","M","1","Operating Conditions","31"
"2024-11-01","B DIVISION","M","1","Infrastructure & Equipment","539"
"2024-11-01","B DIVISION","M","1","Planned ROW Work","181"
"2024-11-01","B DIVISION","M","2","Planned ROW Work","5"
"2024-11-01","B DIVISION","M","2","Infrastructure & Equipment","19"
"2024-11-01","B DIVISION","M","2","Police & Medical","37"
"2024-11-01","B DIVISION","M","2","Crew Availability","2"
"2024-11-01","B DIVISION","N","1","Police & Medical","445"
"2024-11-01","B DIVISION","N","1","Infrastructure & Equipment","783"
"2024-11-01","B DIVISION","N","1","Planned ROW Work","462"
"2024-11-01","B DIVISION","N","1","External Factors","1"
"2024-11-01","B DIVISION","N","1","Operating Conditions","115"
"2024-11-01","B DIVISION","N","1","Crew Availability","111"
"2024-11-01","B DIVISION","N","2","Police & Medical","110"
"2024-11-01","B DIVISION","N","2","Infrastructure & Equipment","154"
"2024-11-01","B DIVISION","N","2","Crew Availability","37"
"2024-11-01","B DIVISION","N","2","Operating Conditions","43"
"2024-11-01","B DIVISION","N","2","Planned ROW Work","138"
"2024-11-01","B DIVISION","Q","1","Operating Conditions","53"
"2024-11-01","B DIVISION","Q","1","Infrastructure & Equipment","409"
"2024-11-01","B DIVISION","Q","1","Crew Availability","76"
"2024-11-01","B DIVISION","Q","1","Planned ROW Work","167"
"2024-11-01","B DIVISION","Q","1","External Factors","30"
"2024-11-01","B DIVISION","Q","1","Police & Medical","310"
"2024-11-01","B DIVISION","Q","2","Crew Availability","30"
"2024-11-01","B DIVISION","Q","2","Operating Conditions","2"
"2024-11-01","B DIVISION","Q","2","External Factors","3"
"2024-11-01","B DIVISION","Q","2","Planned ROW Work","46"
"2024-11-01","B DIVISION","Q","2","Infrastructure & Equipment","80"
"2024-11-01","B DIVISION","Q","2","Police & Medical","69"
"2024-11-01","B DIVISION","R","1","Police & Medical","230"
"2024-11-01","B DIVISION","R","1","External Factors","3"
"2024-11-01","B DIVISION","R","1","Crew Availability","61"
"2024-11-01","B DIVISION","R","1","Operating Conditions","59"
"2024-11-01","B DIVISION","R","1","Planned ROW Work","234"
"2024-11-01","B DIVISION","R","1","Infrastructure & Equipment","698"
"2024-11-01","B DIVISION","R","2","Crew Availability","21"
"2024-11-01","B DIVISION","R","2","Planned ROW Work","31"
"2024-11-01","B DIVISION","R","2","External Factors","3"
"2024-11-01","B DIVISION","R","2","Police & Medical","71"
"2024-11-01","B DIVISION","R","2","Operating Conditions","20"
"2024-11-01","B DIVISION","R","2","Infrastructure & Equipment","49"
"2024-11-01","B DIVISION","S 42nd","1","Crew Availability","4"
"2024-11-01","B DIVISION","S 42nd","1","Operating Conditions","1"
"2024-11-01","B DIVISION","S 42nd","1","Infrastructure & Equipment","47"
"2024-11-01","B DIVISION","S 42nd","2","Infrastructure & Equipment","2"
"2024-11-01","B DIVISION","S 42nd","2","Crew Availability","2"
"2024-11-01","B DIVISION","S 42nd","2","Police & Medical","1"
"2024-11-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","5"
"2024-11-01","B DIVISION","S Fkln","1","Police & Medical","9"
"2024-11-01","B DIVISION","S Fkln","1","Planned ROW Work","2"
"2024-11-01","B DIVISION","S Fkln","1","Crew Availability","1"
"2024-11-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","3"
"2024-11-01","B DIVISION","S Fkln","2","Police & Medical","2"
"2024-11-01","B DIVISION","S Rock","1","Police & Medical","5"
"2024-11-01","B DIVISION","S Rock","1","Operating Conditions","1"
"2024-11-01","B DIVISION","S Rock","1","Planned ROW Work","12"
"2024-11-01","B DIVISION","S Rock","1","Infrastructure & Equipment","5"
"2024-11-01","B DIVISION","S Rock","1","Crew Availability","1"
"2024-11-01","B DIVISION","S Rock","1","External Factors","81"
"2024-11-01","B DIVISION","S Rock","2","External Factors","1"
"2024-11-01","B DIVISION","S Rock","2","Police & Medical","3"
"2024-12-01","A DIVISION","1","1","Crew Availability","83"
"2024-12-01","A DIVISION","1","1","Infrastructure & Equipment","934"
"2024-12-01","A DIVISION","1","1","Operating Conditions","195"
"2024-12-01","A DIVISION","1","1","Police & Medical","551"
"2024-12-01","A DIVISION","1","1","Planned ROW Work","255"
"2024-12-01","A DIVISION","1","1","External Factors","4"
"2024-12-01","A DIVISION","1","2","Infrastructure & Equipment","167"
"2024-12-01","A DIVISION","1","2","Operating Conditions","23"
"2024-12-01","A DIVISION","1","2","Police & Medical","48"
"2024-12-01","A DIVISION","1","2","Crew Availability","26"
"2024-12-01","A DIVISION","1","2","Planned ROW Work","69"
"2024-12-01","A DIVISION","2","1","Infrastructure & Equipment","630"
"2024-12-01","A DIVISION","2","1","Crew Availability","78"
"2024-12-01","A DIVISION","2","1","External Factors","18"
"2024-12-01","A DIVISION","2","1","Planned ROW Work","407"
"2024-12-01","A DIVISION","2","1","Police & Medical","882"
"2024-12-01","A DIVISION","2","1","Operating Conditions","289"
"2024-12-01","A DIVISION","2","2","Operating Conditions","183"
"2024-12-01","A DIVISION","2","2","Planned ROW Work","193"
"2024-12-01","A DIVISION","2","2","Infrastructure & Equipment","164"
"2024-12-01","A DIVISION","2","2","Crew Availability","32"
"2024-12-01","A DIVISION","2","2","External Factors","26"
"2024-12-01","A DIVISION","2","2","Police & Medical","320"
"2024-12-01","A DIVISION","3","1","Crew Availability","45"
"2024-12-01","A DIVISION","3","1","Police & Medical","396"
"2024-12-01","A DIVISION","3","1","Operating Conditions","76"
"2024-12-01","A DIVISION","3","1","Planned ROW Work","58"
"2024-12-01","A DIVISION","3","1","Infrastructure & Equipment","426"
"2024-12-01","A DIVISION","3","1","External Factors","1"
"2024-12-01","A DIVISION","3","2","Operating Conditions","66"
"2024-12-01","A DIVISION","3","2","Crew Availability","22"
"2024-12-01","A DIVISION","3","2","Police & Medical","72"
"2024-12-01","A DIVISION","3","2","Infrastructure & Equipment","88"
"2024-12-01","A DIVISION","3","2","Planned ROW Work","70"
"2024-12-01","A DIVISION","3","2","External Factors","3"
"2024-12-01","A DIVISION","4","1","Infrastructure & Equipment","547"
"2024-12-01","A DIVISION","4","1","External Factors","10"
"2024-12-01","A DIVISION","4","1","Police & Medical","582"
"2024-12-01","A DIVISION","4","1","Operating Conditions","132"
"2024-12-01","A DIVISION","4","1","Planned ROW Work","108"
"2024-12-01","A DIVISION","4","1","Crew Availability","65"
"2024-12-01","A DIVISION","4","2","Infrastructure & Equipment","166"
"2024-12-01","A DIVISION","4","2","Police & Medical","128"
"2024-12-01","A DIVISION","4","2","Crew Availability","20"
"2024-12-01","A DIVISION","4","2","Operating Conditions","155"
"2024-12-01","A DIVISION","4","2","Planned ROW Work","77"
"2024-12-01","A DIVISION","5","1","External Factors","20"
"2024-12-01","A DIVISION","5","1","Operating Conditions","144"
"2024-12-01","A DIVISION","5","1","Infrastructure & Equipment","485"
"2024-12-01","A DIVISION","5","1","Police & Medical","711"
"2024-12-01","A DIVISION","5","1","Crew Availability","38"
"2024-12-01","A DIVISION","5","1","Planned ROW Work","113"
"2024-12-01","A DIVISION","5","2","Planned ROW Work","82"
"2024-12-01","A DIVISION","5","2","Crew Availability","14"
"2024-12-01","A DIVISION","5","2","Police & Medical","183"
"2024-12-01","A DIVISION","5","2","Infrastructure & Equipment","54"
"2024-12-01","A DIVISION","5","2","Operating Conditions","67"
"2024-12-01","A DIVISION","6","1","Operating Conditions","370"
"2024-12-01","A DIVISION","6","1","Crew Availability","91"
"2024-12-01","A DIVISION","6","1","External Factors","17"
"2024-12-01","A DIVISION","6","1","Infrastructure & Equipment","477"
"2024-12-01","A DIVISION","6","1","Police & Medical","701"
"2024-12-01","A DIVISION","6","1","Planned ROW Work","289"
"2024-12-01","A DIVISION","6","2","Planned ROW Work","55"
"2024-12-01","A DIVISION","6","2","Infrastructure & Equipment","65"
"2024-12-01","A DIVISION","6","2","Crew Availability","32"
"2024-12-01","A DIVISION","6","2","Operating Conditions","56"
"2024-12-01","A DIVISION","6","2","Police & Medical","147"
"2024-12-01","A DIVISION","7","1","Crew Availability","88"
"2024-12-01","A DIVISION","7","1","Operating Conditions","62"
"2024-12-01","A DIVISION","7","1","Police & Medical","393"
"2024-12-01","A DIVISION","7","1","Planned ROW Work","225"
"2024-12-01","A DIVISION","7","1","External Factors","1"
"2024-12-01","A DIVISION","7","1","Infrastructure & Equipment","661"
"2024-12-01","A DIVISION","7","2","Operating Conditions","5"
"2024-12-01","A DIVISION","7","2","Police & Medical","69"
"2024-12-01","A DIVISION","7","2","Infrastructure & Equipment","32"
"2024-12-01","A DIVISION","7","2","External Factors","10"
"2024-12-01","A DIVISION","7","2","Crew Availability","17"
"2024-12-01","A DIVISION","7","2","Planned ROW Work","27"
"2024-12-01","B DIVISION","A","1","External Factors","120"
"2024-12-01","B DIVISION","A","1","Crew Availability","159"
"2024-12-01","B DIVISION","A","1","Operating Conditions","119"
"2024-12-01","B DIVISION","A","1","Police & Medical","413"
"2024-12-01","B DIVISION","A","1","Planned ROW Work","367"
"2024-12-01","B DIVISION","A","1","Infrastructure & Equipment","465"
"2024-12-01","B DIVISION","A","2","Crew Availability","68"
"2024-12-01","B DIVISION","A","2","Operating Conditions","44"
"2024-12-01","B DIVISION","A","2","Planned ROW Work","363"
"2024-12-01","B DIVISION","A","2","External Factors","61"
"2024-12-01","B DIVISION","A","2","Infrastructure & Equipment","262"
"2024-12-01","B DIVISION","A","2","Police & Medical","131"
"2024-12-01","B DIVISION","B","1","Planned ROW Work","299"
"2024-12-01","B DIVISION","B","1","External Factors","30"
"2024-12-01","B DIVISION","B","1","Police & Medical","415"
"2024-12-01","B DIVISION","B","1","Infrastructure & Equipment","590"
"2024-12-01","B DIVISION","B","1","Crew Availability","198"
"2024-12-01","B DIVISION","B","1","Operating Conditions","245"
"2024-12-01","B DIVISION","C","1","Infrastructure & Equipment","399"
"2024-12-01","B DIVISION","C","1","Operating Conditions","261"
"2024-12-01","B DIVISION","C","1","Planned ROW Work","136"
"2024-12-01","B DIVISION","C","1","Police & Medical","522"
"2024-12-01","B DIVISION","C","1","Crew Availability","105"
"2024-12-01","B DIVISION","C","1","External Factors","2"
"2024-12-01","B DIVISION","C","2","Infrastructure & Equipment","105"
"2024-12-01","B DIVISION","C","2","Police & Medical","91"
"2024-12-01","B DIVISION","C","2","Planned ROW Work","314"
"2024-12-01","B DIVISION","C","2","Operating Conditions","24"
"2024-12-01","B DIVISION","C","2","Crew Availability","39"
"2024-12-01","B DIVISION","D","1","Planned ROW Work","416"
"2024-12-01","B DIVISION","D","1","External Factors","8"
"2024-12-01","B DIVISION","D","1","Crew Availability","187"
"2024-12-01","B DIVISION","D","1","Infrastructure & Equipment","452"
"2024-12-01","B DIVISION","D","1","Police & Medical","291"
"2024-12-01","B DIVISION","D","1","Operating Conditions","194"
"2024-12-01","B DIVISION","D","2","Police & Medical","113"
"2024-12-01","B DIVISION","D","2","Operating Conditions","31"
"2024-12-01","B DIVISION","D","2","Infrastructure & Equipment","67"
"2024-12-01","B DIVISION","D","2","Planned ROW Work","192"
"2024-12-01","B DIVISION","D","2","Crew Availability","40"
"2024-12-01","B DIVISION","D","2","External Factors","4"
"2024-12-01","B DIVISION","E","1","External Factors","4"
"2024-12-01","B DIVISION","E","1","Crew Availability","55"
"2024-12-01","B DIVISION","E","1","Police & Medical","305"
"2024-12-01","B DIVISION","E","1","Planned ROW Work","496"
"2024-12-01","B DIVISION","E","1","Operating Conditions","53"
"2024-12-01","B DIVISION","E","1","Infrastructure & Equipment","1,664"
"2024-12-01","B DIVISION","E","2","Planned ROW Work","112"
"2024-12-01","B DIVISION","E","2","Crew Availability","8"
"2024-12-01","B DIVISION","E","2","Police & Medical","76"
"2024-12-01","B DIVISION","E","2","Infrastructure & Equipment","48"
"2024-12-01","B DIVISION","E","2","Operating Conditions","5"
"2024-12-01","B DIVISION","F","1","Police & Medical","469"
"2024-12-01","B DIVISION","F","1","Planned ROW Work","615"
"2024-12-01","B DIVISION","F","1","Operating Conditions","76"
"2024-12-01","B DIVISION","F","1","Crew Availability","121"
"2024-12-01","B DIVISION","F","1","Infrastructure & Equipment","1,687"
"2024-12-01","B DIVISION","F","2","Crew Availability","43"
"2024-12-01","B DIVISION","F","2","Planned ROW Work","320"
"2024-12-01","B DIVISION","F","2","Police & Medical","199"
"2024-12-01","B DIVISION","F","2","Infrastructure & Equipment","127"
"2024-12-01","B DIVISION","F","2","External Factors","5"
"2024-12-01","B DIVISION","F","2","Operating Conditions","10"
"2024-12-01","B DIVISION","G","1","Planned ROW Work","799"
"2024-12-01","B DIVISION","G","1","Infrastructure & Equipment","290"
"2024-12-01","B DIVISION","G","1","Operating Conditions","90"
"2024-12-01","B DIVISION","G","1","Crew Availability","41"
"2024-12-01","B DIVISION","G","1","Police & Medical","204"
"2024-12-01","B DIVISION","G","2","Crew Availability","17"
"2024-12-01","B DIVISION","G","2","Infrastructure & Equipment","78"
"2024-12-01","B DIVISION","G","2","Police & Medical","39"
"2024-12-01","B DIVISION","G","2","Operating Conditions","5"
"2024-12-01","B DIVISION","G","2","Planned ROW Work","240"
"2024-12-01","B DIVISION","JZ","1","Operating Conditions","110"
"2024-12-01","B DIVISION","JZ","1","Infrastructure & Equipment","334"
"2024-12-01","B DIVISION","JZ","1","Crew Availability","102"
"2024-12-01","B DIVISION","JZ","1","External Factors","4"
"2024-12-01","B DIVISION","JZ","1","Planned ROW Work","176"
"2024-12-01","B DIVISION","JZ","1","Police & Medical","260"
"2024-12-01","B DIVISION","JZ","2","Police & Medical","60"
"2024-12-01","B DIVISION","JZ","2","Infrastructure & Equipment","39"
"2024-12-01","B DIVISION","JZ","2","Operating Conditions","3"
"2024-12-01","B DIVISION","JZ","2","Crew Availability","27"
"2024-12-01","B DIVISION","JZ","2","External Factors","5"
"2024-12-01","B DIVISION","JZ","2","Planned ROW Work","56"
"2024-12-01","B DIVISION","L","1","Infrastructure & Equipment","505"
"2024-12-01","B DIVISION","L","1","Operating Conditions","9"
"2024-12-01","B DIVISION","L","1","Planned ROW Work","269"
"2024-12-01","B DIVISION","L","1","External Factors","70"
"2024-12-01","B DIVISION","L","1","Crew Availability","84"
"2024-12-01","B DIVISION","L","1","Police & Medical","232"
"2024-12-01","B DIVISION","L","2","Police & Medical","53"
"2024-12-01","B DIVISION","L","2","Infrastructure & Equipment","110"
"2024-12-01","B DIVISION","L","2","Planned ROW Work","25"
"2024-12-01","B DIVISION","L","2","Crew Availability","51"
"2024-12-01","B DIVISION","L","2","Operating Conditions","1"
"2024-12-01","B DIVISION","M","1","Infrastructure & Equipment","464"
"2024-12-01","B DIVISION","M","1","Police & Medical","203"
"2024-12-01","B DIVISION","M","1","Crew Availability","99"
"2024-12-01","B DIVISION","M","1","Operating Conditions","61"
"2024-12-01","B DIVISION","M","1","Planned ROW Work","77"
"2024-12-01","B DIVISION","M","2","Planned ROW Work","14"
"2024-12-01","B DIVISION","M","2","Infrastructure & Equipment","29"
"2024-12-01","B DIVISION","M","2","Police & Medical","19"
"2024-12-01","B DIVISION","M","2","Crew Availability","11"
"2024-12-01","B DIVISION","M","2","Operating Conditions","2"
"2024-12-01","B DIVISION","N","1","Police & Medical","487"
"2024-12-01","B DIVISION","N","1","Crew Availability","149"
"2024-12-01","B DIVISION","N","1","External Factors","74"
"2024-12-01","B DIVISION","N","1","Planned ROW Work","408"
"2024-12-01","B DIVISION","N","1","Infrastructure & Equipment","1,006"
"2024-12-01","B DIVISION","N","1","Operating Conditions","207"
"2024-12-01","B DIVISION","N","2","External Factors","4"
"2024-12-01","B DIVISION","N","2","Operating Conditions","60"
"2024-12-01","B DIVISION","N","2","Infrastructure & Equipment","130"
"2024-12-01","B DIVISION","N","2","Crew Availability","52"
"2024-12-01","B DIVISION","N","2","Police & Medical","99"
"2024-12-01","B DIVISION","N","2","Planned ROW Work","276"
"2024-12-01","B DIVISION","Q","1","Planned ROW Work","376"
"2024-12-01","B DIVISION","Q","1","Infrastructure & Equipment","747"
"2024-12-01","B DIVISION","Q","1","Crew Availability","133"
"2024-12-01","B DIVISION","Q","1","Operating Conditions","82"
"2024-12-01","B DIVISION","Q","1","Police & Medical","530"
"2024-12-01","B DIVISION","Q","1","External Factors","29"
"2024-12-01","B DIVISION","Q","2","Operating Conditions","56"
"2024-12-01","B DIVISION","Q","2","Planned ROW Work","179"
"2024-12-01","B DIVISION","Q","2","Crew Availability","47"
"2024-12-01","B DIVISION","Q","2","Infrastructure & Equipment","46"
"2024-12-01","B DIVISION","Q","2","External Factors","18"
"2024-12-01","B DIVISION","Q","2","Police & Medical","252"
"2024-12-01","B DIVISION","R","1","Planned ROW Work","153"
"2024-12-01","B DIVISION","R","1","Police & Medical","209"
"2024-12-01","B DIVISION","R","1","External Factors","7"
"2024-12-01","B DIVISION","R","1","Operating Conditions","37"
"2024-12-01","B DIVISION","R","1","Crew Availability","69"
"2024-12-01","B DIVISION","R","1","Infrastructure & Equipment","1,380"
"2024-12-01","B DIVISION","R","2","Police & Medical","72"
"2024-12-01","B DIVISION","R","2","Operating Conditions","23"
"2024-12-01","B DIVISION","R","2","Crew Availability","26"
"2024-12-01","B DIVISION","R","2","Infrastructure & Equipment","62"
"2024-12-01","B DIVISION","R","2","Planned ROW Work","101"
"2024-12-01","B DIVISION","S 42nd","1","Police & Medical","4"
"2024-12-01","B DIVISION","S 42nd","2","Infrastructure & Equipment","4"
"2024-12-01","B DIVISION","S 42nd","2","Police & Medical","6"
"2024-12-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","25"
"2024-12-01","B DIVISION","S Fkln","1","Planned ROW Work","11"
"2024-12-01","B DIVISION","S Fkln","1","External Factors","2"
"2024-12-01","B DIVISION","S Fkln","1","Crew Availability","2"
"2024-12-01","B DIVISION","S Fkln","1","Police & Medical","7"
"2024-12-01","B DIVISION","S Fkln","2","External Factors","3"
"2024-12-01","B DIVISION","S Fkln","2","Planned ROW Work","7"
"2024-12-01","B DIVISION","S Fkln","2","Police & Medical","5"
"2024-12-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","3"
"2024-12-01","B DIVISION","S Rock","1","External Factors","95"
"2024-12-01","B DIVISION","S Rock","1","Planned ROW Work","13"
"2024-12-01","B DIVISION","S Rock","1","Police & Medical","9"
"2024-12-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2024-12-01","B DIVISION","S Rock","1","Infrastructure & Equipment","53"
"2024-12-01","B DIVISION","S Rock","1","Crew Availability","1"
"2024-12-01","B DIVISION","S Rock","2","Infrastructure & Equipment","68"
"2024-12-01","B DIVISION","S Rock","2","External Factors","46"
"2024-12-01","B DIVISION","S Rock","2","Police & Medical","2"
"2024-12-01","B DIVISION","S Rock","2","Planned ROW Work","4"
"2024-12-01","B DIVISION","S Rock","2","Operating Conditions","1"
"2024-12-01","B DIVISION","S Rock","2","Crew Availability","5"
